"gene_id","chromosome","gene_entrez_id","gene_symbol","gene_name"
500699806,"1",29819,"Stau2","staufen (RNA binding protein) homolog 2 (Drosophila)"
500699807,"1",102634042,"LOC102634042","uncharacterized LOC102634042"
500699808,"1",66799,"Ube2w","ubiquitin-conjugating enzyme E2W (putative)"
500699809,"1",102634119,"Gm31780","predicted gene, 31780"
500699810,"1",67923,"Tceb1","transcription elongation factor B (SIII), polypeptide 1"
500699811,"1",329101,"D030040B21Rik","RIKEN cDNA D030040B21 gene"
500699812,"1",665480,"Gm7654","predicted gene 7654"
500699813,"1",70397,"Tmem70","transmembrane protein 70"
500699814,"1",102634230,"Gm31863","predicted gene, 31863"
500699815,"1",17087,"Ly96","lymphocyte antigen 96"
500699816,"1",545306,"Gm5828","predicted gene 5828"
500699817,"1",57339,"Jph1","junctophilin 1"
500699818,"1",102634387,"Gm31982","predicted gene, 31982"
500699819,"1",102634310,"Gm28783","predicted gene 28783"
500699820,"1",14545,"Gdap1","ganglioside-induced differentiation-associated-protein 1"
500699821,"1",102634541,"Gm28784","predicted gene 28784"
500699822,"1",105243867,"LOC105243867","uncharacterized LOC105243867"
500699823,"1",383495,"Gm5251","383495"
500699824,"1",108212,"Rbm6-ps1","RNA binding motif protein 6, pseudogene 1"
500699825,"1",606716,"Gm6075","predicted gene 6075"
500699826,"1",94227,"Pi15","peptidase inhibitor 15"
500699827,"1",102634738,"Gm28154","predicted gene 28154"
500699828,"1",102634913,"Gm16070","predicted gene 16070"
500699829,"1",83691,"Crispld1","cysteine-rich secretory protein LCCL domain containing 1"
500699830,"1",105243868,"LOC105243868","uncharacterized LOC105243868"
500699831,"1",665564,"Gm7690","predicted gene 7690"
500699832,"1",100417711,"Gm18775","predicted gene, 18775"
500699833,"1",100416210,"Gm17969","predicted gene, 17969"
500699834,"1",78081,"Crisp4","cysteine-rich secretory protein 4"
500699835,"1",654454,"Defb44-ps","defensin beta 44, pseudogene"
500699836,"1",654460,"Defb18","defensin beta 18"
500699837,"1",77673,"Defb41","defensin beta 41"
500699838,"1",654464,"Gm15386","predicted gene 15386"
500699839,"1",100415956,"Gm17837","predicted gene, 17837"
500699840,"1",105243869,"LOC105243869","uncharacterized LOC105243869"
500699841,"1",383499,"Gm5252","predicted gene 5252"
500699842,"1",102635013,"Gm15825","predicted gene 15825"
500699843,"1",226896,"Tfap2d","transcription factor AP-2, delta"
500699844,"1",102635075,"LOC102635075","102635075"
500699845,"1",21419,"Tfap2b","transcription factor AP-2 beta"
500699846,"1",105243870,"LOC105243870","uncharacterized LOC105243870"
500699847,"1",226901,"Gm4849","predicted gene 4849"
500699848,"1",102635266,"Gm32651","predicted gene, 32651"
500699849,"1",241035,"Pkhd1","polycystic kidney and hepatic disease 1"
500699850,"1",75028,"4930486I03Rik","RIKEN cDNA 4930486I03 gene"
500699851,"1",105243871,"LOC105243871","uncharacterized LOC105243871"
500699852,"1",387202,"Mir206","microRNA 206"
500699853,"1",723817,"Mir133b","microRNA 133b"
500699854,"1",16171,"Il17a","interleukin 17A"
500699855,"1",257630,"Il17f","interleukin 17F"
500699856,"1",17215,"Mcm3","minichromosome maintenance deficient 3 (S. cerevisiae)"
500699857,"1",100417924,"Gm20587","predicted gene, 20587"
500699858,"1",77741,"6720483E21Rik","RIKEN cDNA 6720483E21 gene"
500699859,"1",74229,"Paqr8","progestin and adipoQ receptor family member VIII"
500699860,"1",71877,"Efhc1","EF-hand domain (C-terminal) containing 1"
500699861,"1",170829,"Tram2","translocating chain-associating membrane protein 2"
500699862,"1",75712,"Tmem14a","transmembrane protein 14A"
500699863,"1",100040291,"Gm2693","100040291"
500699864,"1",102635667,"Gm32947","predicted gene, 32947"
500699865,"1",102635593,"Gm28836","predicted gene 28836"
500699866,"1",14859,"Gsta3","glutathione S-transferase, alpha 3"
500699867,"1",101056100,"LOC101056100","centrin-4 pseudogene"
500699868,"1",241041,"Gm4956","predicted gene 4956"
500699869,"1",101056161,"Gm21909","predicted gene, 21909"
500699870,"1",368204,"Khdc1a","KH domain containing 1A"
500699871,"1",433278,"Khdc1c","KH domain containing 1C"
500699872,"1",102635938,"Gm33147","predicted gene, 33147"
500699873,"1",100040319,"Gm2709","predicted gene 2709"
500699874,"1",100379214,"Gm16533","predited gene 16533"
500699875,"1",98582,"Khdc1b","KH domain containing 1B"
500699876,"1",226922,"Kcnq5","potassium voltage-gated channel, subfamily Q, member 5"
500699877,"1",665489,"Gm7658","predicted gene 7658"
500699878,"1",435612,"Gm5696","predicted gene 5696"
500699879,"1",116837,"Rims1","regulating synaptic membrane exocytosis 1"
500699880,"1",665725,"Gm7759","predicted gene 7759"
500699881,"1",665731,"Gm7761","665731"
500699882,"1",66755,"4933415F23Rik","RIKEN cDNA 4933415F23 gene"
500699883,"1",102632345,"Gm30442","predicted gene, 30442"
500699884,"1",102632273,"Gm29506","predicted gene 29506"
500699885,"1",387225,"Mir30a","microRNA 30a"
500699886,"1",723964,"Mir30c-2","microRNA 30c-2"
500699887,"1",100418001,"Gm20954","predicted gene, 20954"
500699888,"1",70155,"Ogfrl1","opioid growth factor receptor-like 1"
500699889,"1",100503399,"Gm19673","predicted gene, 19673"
500699890,"1",665782,"Gm7784","predicted gene 7784"
500699891,"1",105243890,"LOC105243890","uncharacterized LOC105243890"
500699892,"1",280645,"B3gat2","beta-1,3-glucuronyltransferase 2 (glucuronosyltransferase S)"
500699893,"1",98366,"Smap1","small ArfGAP 1"
500699894,"1",105242388,"LOC105242388","uncharacterized LOC105242388"
500699895,"1",105243891,"LOC105243891","uncharacterized LOC105243891"
500699896,"1",68002,"1110058L19Rik","RIKEN cDNA 1110058L19 gene"
500699897,"1",68187,"Fam135a","family with sequence similarity 135, member A"
500699898,"1",102632768,"Gm30756","102632768"
500699899,"1",12839,"Col9a1","collagen, type IX, alpha 1"
500699900,"1",12823,"Col19a1","collagen, type XIX, alpha 1"
500699901,"1",665829,"Tubb4b-ps2","tubulin, beta 4B class IVB, pseudogene 2"
500699902,"1",100142658,"Gm10222","predicted gene 10222"
500699903,"1",100503946,"LOC100503946","ATP synthase F0 subunit 6 pseudogene"
500699904,"1",68421,"Lmbrd1","LMBR1 domain containing 1"
500699905,"1",669171,"Gm9443","669171"
500699906,"1",105243892,"LOC105243892","uncharacterized LOC105243892"
500699907,"1",210933,"Bai3","brain-specific angiogenesis inhibitor 3"
500699908,"1",100504323,"Gm20172","predicted gene, 20172"
500699909,"1",102632997,"Gm29214","102632997"
500699910,"1",105243893,"LOC105243893","uncharacterized LOC105243893"
500699911,"1",102633186,"Gm31076","predicted gene, 31076"
500699912,"1",100418203,"Gm19071","predicted gene, 19071"
500699913,"1",100417198,"Gm18443","predicted gene, 18443"
500699914,"1",100418295,"Gm19123","predicted gene, 19123"
500699915,"1",102633272,"Gm31136","predicted gene, 31136"
500699916,"1",210940,"4931408C20Rik","RIKEN cDNA 4931408C20 gene"
500699917,"1",100416668,"Gm18179","predicted gene, 18179"
500699918,"1",433281,"Gm5524","predicted gene 5524"
500699919,"1",100417712,"Gm18776","predicted gene, 18776"
500699920,"1",100418140,"Gm19028","predicted gene, 19028"
500699921,"1",665903,"Gm7846","predicted gene 7846"
500699922,"1",210962,"Gm597","predicted gene 597"
500699923,"1",435614,"Gm5697","predicted gene 5697"
500699924,"1",623924,"Gm6462","623924"
500699925,"1",100416315,"Gm18033","predicted gene, 18033"
500699926,"1",102465174,"Mir6342","microRNA 6342"
500699927,"1",433283,"Gm5525","predicted gene 5525"
500699928,"1",665944,"Gm7858","predicted gene 7858"
500699929,"1",102633704,"Gm31465","predicted gene, 31465"
500699930,"1",102633779,"Gm31525","predicted gene, 31525"
500699931,"1",105243894,"LOC105243894","uncharacterized LOC105243894"
500699932,"1",102633854,"Gm31581","predicted gene, 31581"
500699933,"1",624138,"Gm6473","predicted gene 6473"
500699934,"1",100040699,"Gm2914","100040699"
500699935,"1",213109,"Phf3","PHD finger protein 3"
500699936,"1",638995,"Gm7256","predicted gene 7256"
500699937,"1",19243,"Ptp4a1","protein tyrosine phosphatase 4a1"
500699938,"1",102635564,"Gm32863","predicted gene, 32863"
500699939,"1",435615,"Gm5698","predicted gene 5698"
500699940,"1",669402,"Gm9458","669402"
500699941,"1",435616,"Gm5699","predicted gene 5699"
500699942,"1",102634159,"Gm28644","predicted gene 28644"
500699943,"1",102634473,"Gm29669","predicted gene 29669"
500699944,"1",70988,"4931428L18Rik","RIKEN cDNA 4931428L18 gene"
500699945,"1",666020,"Gm7893","predicted gene 7893"
500699946,"1",266744,"Lgsn","lengsin, lens protein with glutamine synthetase domain"
500699947,"1",74708,"Pih1d3","PIH1 domain containing 3"
500699948,"1",226957,"Gm4850","predicted pseudogene 4850"
500699949,"1",100505265,"Gm28645","predicted gene 28645"
500699950,"1",624262,"Gm6489","predicted gene 6489"
500699951,"1",624275,"Gm10307","predicted gene 10307"
500699952,"1",100503415,"Gm19680","predicted gene, 19680"
500699953,"1",666056,"Gm7910","predicted gene 7910"
500699954,"1",170771,"Khdrbs2","KH domain containing, RNA binding, signal transduction associated 2"
500699955,"1",408192,"Gm9839","predicted gene 9839"
500699956,"1",408191,"Gm5415","predicted gene 5415"
500699957,"1",633498,"Gm7114","predicted gene 7114"
500699958,"1",213711,"Gm4785","predicted gene 4785"
500699959,"1",105243895,"LOC105243895","uncharacterized LOC105243895"
500699960,"1",100418410,"Gm2987","predicted gene 2987"
500699961,"1",105243896,"LOC105243896","uncharacterized LOC105243896"
500699962,"1",100417744,"Gm18799","predicted gene, 18799"
500699963,"1",666108,"Gm7933","predicted gene 7933"
500699964,"1",19076,"Prim2","DNA primase, p58 subunit"
500699965,"1",102634920,"Gm29228","102634920"
500699966,"1",105243897,"LOC105243897","uncharacterized LOC105243897"
500699967,"1",100302654,"Gm17813","predicted gene, 17813"
500699968,"1",67503,"1700001G17Rik","RIKEN cDNA 1700001G17 gene"
500699969,"1",102634710,"Gm32229","predicted gene, 32229"
500699970,"1",19335,"Rab23","RAB23, member RAS oncogene family"
500699971,"1",213539,"Bag2","BCL2-associated athanogene 2"
500699972,"1",98403,"Zfp451","zinc finger protein 451"
500699973,"1",433287,"Gm15455","predicted gene 15455"
500699974,"1",320705,"Bend6","BEN domain containing 6"
500699975,"1",102634918,"LOC102634918","uncharacterized LOC102634918"
500699976,"1",13518,"Dst","dystonin"
500699977,"1",105243899,"LOC105243899","uncharacterized LOC105243899"
500699978,"1",102466987,"Mir6896","microRNA 6896"
500699979,"1",105243898,"LOC105243898","uncharacterized LOC105243898"
500699980,"1",383629,"Gm5266","predicted gene 5266"
500699981,"1",100628580,"Mir5103","microRNA 5103"
500699982,"1",69668,"Ccdc115","coiled-coil domain containing 115"
500699983,"1",27993,"Imp4","IMP4, U3 small nucleolar ribonucleoprotein, homolog (yeast)"
500699984,"1",102635078,"Gm32504","predicted gene, 32504"
500699985,"1",19253,"Ptpn18","protein tyrosine phosphatase, non-receptor type 18"
500699986,"1",102635157,"Gm32566","predicted gene, 32566"
500699987,"1",75883,"4930568A12Rik","RIKEN cDNA 4930568A12 gene"
500699988,"1",21755,"Prss39","protease, serine 39"
500699989,"1",12627,"Cfc1","cripto, FRL-1, cryptic family 1"
500699990,"1",21756,"Prss40","protease, serine 40"
500699991,"1",102635016,"Gm28419","102635016"
500699992,"1",100418459,"Gm19225","predicted gene, 19225"
500699993,"1",211383,"Amer3","APC membrane recruitment 3"
500699994,"1",101055845,"Gm29730","101055845"
500699995,"1",241051,"AA619741","expressed sequence AA619741"
500699996,"1",102642976,"LOC102642976","uncharacterized LOC102642976"
500699997,"1",102635632,"Gm32920","predicted gene, 32920"
500699998,"1",102635458,"Gm32790","predicted gene, 32790"
500699999,"1",226970,"Arhgef4","Rho guanine nucleotide exchange factor (GEF) 4"
500700000,"1",214469,"Fam168b","family with sequence similarity 168, member B"
500700001,"1",226971,"Plekhb2","pleckstrin homology domain containing, family B (evectins) member 2"
500700002,"1",105243900,"LOC105243900","uncharacterized LOC105243900"
500700003,"1",100502882,"Gm19430","100502882"
500700004,"1",666261,"Gm8009","predicted gene 8009"
500700005,"1",68483,"1110002O04Rik","RIKEN cDNA 1110002O04 gene"
500700006,"1",102635977,"Gm33176","predicted gene, 33176"
500700007,"1",666283,"Gm8022","predicted gene 8022"
500700008,"1",105243901,"LOC105243901","uncharacterized LOC105243901"
500700009,"1",102636039,"Gm33222","predicted gene, 33222"
500700010,"1",105243902,"LOC105243902","uncharacterized LOC105243902"
500700011,"1",105243903,"LOC105243903","uncharacterized LOC105243903"
500700012,"1",50785,"Hs6st1","heparan sulfate 6-O-sulfotransferase 1"
500700013,"1",102636118,"Gm33280","predicted gene, 33280"
500700014,"1",320011,"Uggt1","UDP-glucose glycoprotein glucosyltransferase 1"
500700015,"1",102465540,"Mir6897","microRNA 6897"
500700016,"1",100417669,"Gm18750","predicted gene, 18750"
500700017,"1",105243904,"LOC105243904","uncharacterized LOC105243904"
500700018,"1",214854,"Neurl3","neuralized homolog 3 homolog (Drosophila)"
500700019,"1",214855,"Arid5a","AT rich interactive domain 5A (MRF1-like)"
500700020,"1",226976,"Kansl3","KAT8 regulatory NSL complex subunit 3"
500700021,"1",102465541,"Mir6898","microRNA 6898"
500700022,"1",100534273,"Fer1l5","fer-1-like 5 (C. elegans)"
500700023,"1",214895,"Lman2l","lectin, mannose-binding 2-like"
500700024,"1",102636293,"Gm33401","predicted gene, 33401"
500700025,"1",102636368,"Gm33454","predicted gene, 33454"
500700026,"1",94220,"Cnnm4","cyclin M4"
500700027,"1",94218,"Cnnm3","cyclin M3"
500700028,"1",78321,"Ankrd23","ankyrin repeat domain 23"
500700029,"1",109346,"Ankrd39","ankyrin repeat domain 39"
500700030,"1",20353,"Sema4c","sema domain, immunoglobulin domain (Ig), transmembrane domain (TM) and short cytoplasmic domain, (semaphorin) 4C"
500700031,"1",381337,"Fam178b","family with sequence similarity 178, member B"
500700032,"1",12859,"Cox5b","cytochrome c oxidase subunit Vb"
500700033,"1",226977,"Actr1b","ARP1 actin-related protein 1B, centractin beta"
500700034,"1",71166,"4933424G06Rik","RIKEN cDNA 4933424G06 gene"
500700035,"1",102636476,"Gm33533","predicted gene, 33533"
500700036,"1",22637,"Zap70","zeta-chain (TCR) associated protein kinase"
500700037,"1",100417791,"Gm18828","predicted gene, 18828"
500700038,"1",56030,"Tmem131","transmembrane protein 131"
500700039,"1",241053,"Rpl12-ps1","ribosomal protein L12, pseudogene 1"
500700040,"1",70853,"Vwa3b","von Willebrand factor A domain containing 3B"
500700041,"1",105243906,"LOC105243906","uncharacterized LOC105243906"
500700042,"1",105243905,"LOC105243905","uncharacterized LOC105243905"
500700043,"1",12790,"Cnga3","cyclic nucleotide gated channel alpha 3"
500700044,"1",102637144,"Gm34028","predicted gene, 34028"
500700045,"1",269180,"Inpp4a","inositol polyphosphate-4-phosphatase, type I"
500700046,"1",78119,"4930439A04Rik","RIKEN cDNA 4930439A04 gene"
500700047,"1",76178,"Coa5","cytochrome C oxidase assembly factor 5"
500700048,"1",67387,"Unc50","unc-50 homolog (C. elegans)"
500700049,"1",269181,"Mgat4a","mannoside acetylglucosaminyltransferase 4, isoenzyme A"
500700050,"1",77633,"4930594C11Rik","RIKEN cDNA 4930594C11 gene"
500700051,"1",105243907,"LOC105243907","uncharacterized LOC105243907"
500700052,"1",72097,"2010300C02Rik","RIKEN cDNA 2010300C02 gene"
500700053,"1",102637491,"LOC102637491","uncharacterized LOC102637491"
500700054,"1",102637336,"LOC102637336","uncharacterized LOC102637336"
500700055,"1",105243908,"LOC105243908","uncharacterized LOC105243908"
500700056,"1",211484,"Tsga10","testis specific 10"
500700057,"1",623661,"Lipt1","lipoyltransferase 1"
500700058,"1",69028,"Mitd1","MIT, microtubule interacting and transport, domain containing 1"
500700059,"1",107734,"Mrpl30","mitochondrial ribosomal protein L30"
500700060,"1",332427,"Lyg2","lysozyme G-like 2"
500700061,"1",69541,"Lyg1","lysozyme G-like 1"
500700062,"1",98258,"Txndc9","thioredoxin domain containing 9"
500700063,"1",226982,"Eif5b","eukaryotic translation initiation factor 5B"
500700064,"1",102637707,"Gm34448","predicted gene, 34448"
500700065,"1",56210,"Rev1","REV1 homolog (S. cerevisiae)"
500700066,"1",105243909,"LOC105243909","uncharacterized LOC105243909"
500700067,"1",329123,"Gm5099","predicted gene 5099"
500700068,"1",16764,"Aff3","AF4/FMR2 family, member 3"
500700069,"1",102638318,"Gm16150","predicted gene 16150"
500700070,"1",102638209,"Gm16152","predicted gene 16152"
500700071,"1",102638078,"Gm34727","predicted gene, 34727"
500700072,"1",102637900,"Gm34596","predicted gene, 34596"
500700073,"1",381338,"Lonrf2","LON peptidase N-terminal domain and ring finger 2"
500700074,"1",98388,"Chst10","carbohydrate sulfotransferase 10"
500700075,"1",625775,"Gm6621","predicted gene 6621"
500700076,"1",433292,"Nms","neuromedin S"
500700077,"1",102638660,"Gm35171","predicted gene, 35171"
500700078,"1",68833,"Pdcl3","phosducin-like 3"
500700079,"1",102638728,"Gm35222","predicted gene, 35222"
500700080,"1",102466631,"Mir6349","microRNA 6349"
500700081,"1",18143,"Npas2","neuronal PAS domain protein 2"
500700082,"1",105243910,"LOC105243910","105243910"
500700083,"1",100416073,"Gm17904","predicted gene, 17904"
500700084,"1",100041999,"Gm3617","predicted gene 3617"
500700085,"1",102638922,"Gm35366","predicted gene, 35366"
500700086,"1",114641,"Rpl31","ribosomal protein L31"
500700087,"1",54610,"Tbc1d8","TBC1 domain family, member 8"
500700088,"1",102638998,"Gm35423","predicted gene, 35423"
500700089,"1",105243911,"LOC105243911","uncharacterized LOC105243911"
500700090,"1",52846,"Cnot11","CCR4-NOT transcription complex, subunit 11"
500700091,"1",100217461,"Snord89","small nucleolar RNA, C/D box 89"
500700092,"1",100417202,"Gm18446","predicted gene, 18446"
500700093,"1",67702,"Rnf149","ring finger protein 149"
500700094,"1",329126,"Gm5100","329126"
500700095,"1",263764,"Creg2","cellular repressor of E1A-stimulated genes 2"
500700096,"1",425051,"D930019O06Rik","RIKEN cDNA D930019O06"
500700097,"1",619289,"Rfx8","regulatory factor X 8"
500700098,"1",100042065,"Gm3646","predicted gene 3646"
500700099,"1",73426,"1700066B17Rik","RIKEN cDNA 1700066B17 gene"
500700100,"1",102639244,"Gm35600","predicted gene, 35600"
500700101,"1",26921,"Map4k4","mitogen-activated protein kinase kinase kinase kinase 4"
500700102,"1",100047133,"Gm16894","predicted gene, 16894"
500700103,"1",16178,"Il1r2","interleukin 1 receptor, type II"
500700104,"1",102639421,"Gm35741","predicted gene, 35741"
500700105,"1",16177,"Il1r1","interleukin 1 receptor, type I"
500700106,"1",107527,"Il1rl2","interleukin 1 receptor-like 2"
500700107,"1",100416211,"Gm17970","predicted gene, 17970"
500700108,"1",17082,"Il1rl1","interleukin 1 receptor-like 1"
500700109,"1",16182,"Il18r1","interleukin 18 receptor 1"
500700110,"1",16174,"Il18rap","interleukin 18 receptor accessory protein"
500700111,"1",102639500,"Gm35801","predicted gene, 35801"
