"gene_id","chromosome","gene_entrez_id","gene_symbol","gene_name"
242,"17",245,"ALOX12P2","arachidonate 12-lipoxygenase pseudogene 2"
243,"17",246,"ALOX15","arachidonate 15-lipoxygenase"
244,"17",247,"ALOX15B","arachidonate 15-lipoxygenase, type B"
245,"2",248,"ALPI","alkaline phosphatase, intestinal"
246,"1",249,"ALPL","alkaline phosphatase, liver/bone/kidney"
247,"2",250,"ALPP","alkaline phosphatase, placental"
248,"2",251,"ALPPL2","alkaline phosphatase, placental-like 2"
254,"1",257,"ALX3","ALX homeobox 3"
255,"4",258,"AMBN","ameloblastin (enamel matrix protein)"
256,"9",259,"AMBP","alpha-1-microglobulin/bikunin precursor"
259,"6",262,"AMD1","adenosylmethionine decarboxylase 1"
262,"X",265,"AMELX","amelogenin, X-linked"
263,"Y",266,"AMELY","amelogenin, Y-linked"
264,"16",267,"AMFR","autocrine motility factor receptor, E3 ubiquitin protein ligase"
265,"19",268,"AMH","anti-Mullerian hormone"
266,"12",269,"AMHR2","anti-Mullerian hormone receptor, type II"
267,"1",270,"AMPD1","adenosine monophosphate deaminase 1"
268,"1",271,"AMPD2","adenosine monophosphate deaminase 2"
269,"11",272,"AMPD3","adenosine monophosphate deaminase 3"
270,"7",273,"AMPH","amphiphysin"
271,"2",274,"BIN1","bridging integrator 1"
272,"3",275,"AMT","aminomethyltransferase"
273,"1",276,"AMY1A","amylase, alpha 1A (salivary)"
274,"1",277,"AMY1B","amylase, alpha 1B (salivary)"
275,"1",278,"AMY1C","amylase, alpha 1C (salivary)"
276,"1",279,"AMY2A","amylase, alpha 2A (pancreatic)"
277,"1",280,"AMY2B","amylase, alpha 2B (pancreatic)"
280,"14",283,"ANG","angiogenin, ribonuclease, RNase A family, 5"
281,"8",284,"ANGPT1","angiopoietin 1"
282,"8",285,"ANGPT2","angiopoietin 2"
283,"8",286,"ANK1","ankyrin 1, erythrocytic"
284,"4",287,"ANK2","ankyrin 2, neuronal"
285,"10",288,"ANK3","ankyrin 3, node of Ranvier (ankyrin G)"
287,"15",290,"ANPEP","alanyl (membrane) aminopeptidase"
288,"4",291,"SLC25A4","solute carrier family 25 (mitochondrial carrier; adenine nucleotide translocator), member 4"
289,"X",292,"SLC25A5","solute carrier family 25 (mitochondrial carrier; adenine nucleotide translocator), member 5"
290,"X|Y",293,"SLC25A6","solute carrier family 25 (mitochondrial carrier; adenine nucleotide translocator), member 6"
298,"9",301,"ANXA1","annexin A1"
299,"15",302,"ANXA2","annexin A2"
300,"4",303,"ANXA2P1","annexin A2 pseudogene 1"
301,"9",304,"ANXA2P2","annexin A2 pseudogene 2"
302,"10",305,"ANXA2P3","annexin A2 pseudogene 3"
303,"4",306,"ANXA3","annexin A3"
304,"2",307,"ANXA4","annexin A4"
305,"4",308,"ANXA5","annexin A5"
306,"5",309,"ANXA6","annexin A6"
307,"10",310,"ANXA7","annexin A7"
308,"10",311,"ANXA11","annexin A11"
309,"8",312,"ANXA13","annexin A13"
310,"7",313,"AOAH","acyloxyacyl hydrolase (neutrophil)"
311,"17",314,"AOC2","amine oxidase, copper containing 2 (retina-specific)"
313,"2",316,"AOX1","aldehyde oxidase 1"
314,"12",317,"APAF1","apoptotic peptidase activating factor 1"
315,"9",318,"NUDT2","nudix (nucleoside diphosphate linked moiety X)-type motif 2"
316,"12",319,"APOF","apolipoprotein F"
317,"9",320,"APBA1","amyloid beta (A4) precursor protein-binding, family A, member 1"
318,"15",321,"APBA2","amyloid beta (A4) precursor protein-binding, family A, member 2"
319,"11",322,"APBB1","amyloid beta (A4) precursor protein-binding, family B, member 1 (Fe65)"
320,"4",323,"APBB2","amyloid beta (A4) precursor protein-binding, family B, member 2"
321,"5",324,"APC","adenomatous polyposis coli"
322,"1",325,"APCS","amyloid P component, serum"
323,"21",326,"AIRE","autoimmune regulator"
324,"3",327,"APEH","N-acylaminoacyl-peptide hydrolase"
325,"14",328,"APEX1","APEX nuclease (multifunctional DNA repair enzyme) 1"
326,"11",329,"BIRC2","baculoviral IAP repeat containing 2"
327,"11",330,"BIRC3","baculoviral IAP repeat containing 3"
328,"X",331,"XIAP","X-linked inhibitor of apoptosis"
329,"17",332,"BIRC5","baculoviral IAP repeat containing 5"
330,"19",333,"APLP1","amyloid beta (A4) precursor-like protein 1"
331,"11",334,"APLP2","amyloid beta (A4) precursor-like protein 2"
332,"11",335,"APOA1","apolipoprotein A-I"
333,"1",336,"APOA2","apolipoprotein A-II"
334,"11",337,"APOA4","apolipoprotein A-IV"
335,"2",338,"APOB","apolipoprotein B (including Ag(x) antigen)"
336,"12",339,"APOBEC1","apolipoprotein B mRNA editing enzyme, catalytic polypeptide 1"
338,"19",341,"APOC1","apolipoprotein C-I"
339,"19",342,"APOC1P1","apolipoprotein C-I pseudogene 1"
340,"16",343,"AQP8","aquaporin 8"
341,"19",344,"APOC2","apolipoprotein C-II"
342,"11",345,"APOC3","apolipoprotein C-III"
343,"19",346,"APOC4","apolipoprotein C-IV"
344,"3",347,"APOD","apolipoprotein D"
345,"19",348,"APOE","apolipoprotein E"
347,"17",350,"APOH","apolipoprotein H (beta-2-glycoprotein I)"
348,"21",351,"APP","amyloid beta (A4) precursor protein"
350,"16",353,"APRT","adenine phosphoribosyltransferase"
351,"19",354,"KLK3","kallikrein-related peptidase 3"
352,"10",355,"FAS","Fas (TNF receptor superfamily, member 6)"
353,"1",356,"FASLG","Fas ligand (TNF superfamily, member 6)"
354,"X",357,"SHROOM2","shroom family member 2"
355,"7",358,"AQP1","aquaporin 1 (Colton blood group)"
356,"12",359,"AQP2","aquaporin 2 (collecting duct)"
357,"9",360,"AQP3","aquaporin 3 (Gill blood group)"
358,"18",361,"AQP4","aquaporin 4"
359,"12",362,"AQP5","aquaporin 5"
360,"12",363,"AQP6","aquaporin 6, kidney specific"
361,"9",364,"AQP7","aquaporin 7"
363,"15",366,"AQP9","aquaporin 9"
364,"X",367,"AR","androgen receptor"
365,"16",368,"ABCC6","ATP-binding cassette, sub-family C (CFTR/MRP), member 6"
366,"X",369,"ARAF","v-raf murine sarcoma 3611 viral oncogene homolog"
369,"11",372,"ARCN1","archain 1"
370,"5",373,"TRIM23","tripartite motif containing 23"
371,"4",374,"AREG","amphiregulin"
372,"1",375,"ARF1","ADP-ribosylation factor 1"
374,"12",377,"ARF3","ADP-ribosylation factor 3"
375,"3",378,"ARF4","ADP-ribosylation factor 4"
376,"17",379,"ARL4D","ADP-ribosylation factor-like 4D"
378,"7",381,"ARF5","ADP-ribosylation factor 5"
379,"14",382,"ARF6","ADP-ribosylation factor 6"
380,"6",383,"ARG1","arginase, liver"
381,"14",384,"ARG2","arginase, type II"
384,"3",387,"RHOA","ras homolog family member A"
385,"2",388,"RHOB","ras homolog family member B"
386,"1",389,"RHOC","ras homolog family member C"
387,"2",390,"RND3","Rho family GTPase 3"
388,"11",391,"RHOG","ras homolog family member G"
389,"11",392,"ARHGAP1","Rho GTPase activating protein 1"
390,"X",393,"ARHGAP4","Rho GTPase activating protein 4"
391,"14",394,"ARHGAP5","Rho GTPase activating protein 5"
392,"X",395,"ARHGAP6","Rho GTPase activating protein 6"
393,"17",396,"ARHGDIA","Rho GDP dissociation inhibitor (GDI) alpha"
394,"12",397,"ARHGDIB","Rho GDP dissociation inhibitor (GDI) beta"
395,"16",398,"ARHGDIG","Rho GDP dissociation inhibitor (GDI) gamma"
396,"4",399,"RHOH","ras homolog family member H"
397,"12",400,"ARL1","ADP-ribosylation factor-like 1"
398,"11",401,"PHOX2A","paired-like homeobox 2a"
399,"11",402,"ARL2","ADP-ribosylation factor-like 2"
400,"10",403,"ARL3","ADP-ribosylation factor-like 3"
402,"1",405,"ARNT","aryl hydrocarbon receptor nuclear translocator"
403,"11",406,"ARNTL","aryl hydrocarbon receptor nuclear translocator-like"
404,"X",407,"ARR3","arrestin 3, retinal (X-arrestin)"
405,"11",408,"ARRB1","arrestin, beta 1"
406,"17",409,"ARRB2","arrestin, beta 2"
407,"22",410,"ARSA","arylsulfatase A"
408,"5",411,"ARSB","arylsulfatase B"
409,"X",412,"STS","steroid sulfatase (microsomal), isozyme S"
411,"X",414,"ARSD","arylsulfatase D"
412,"X",415,"ARSE","arylsulfatase E (chondrodysplasia punctata 1)"
413,"X",416,"ARSF","arylsulfatase F"
414,"11",417,"ART1","ADP-ribosyltransferase 1"
416,"4",419,"ART3","ADP-ribosyltransferase 3"
417,"12",420,"ART4","ADP-ribosyltransferase 4 (Dombrock blood group)"
418,"22",421,"ARVCF","armadillo repeat gene deleted in velocardiofacial syndrome"
424,"8",427,"ASAH1","N-acylsphingosine amidohydrolase (acid ceramidase) 1"
426,"12",429,"ASCL1","achaete-scute complex homolog 1 (Drosophila)"
427,"11",430,"ASCL2","achaete-scute complex homolog 2 (Drosophila)"
429,"17",432,"ASGR1","asialoglycoprotein receptor 1"
430,"17",433,"ASGR2","asialoglycoprotein receptor 2"
431,"20",434,"ASIP","agouti signaling protein"
432,"7",435,"ASL","argininosuccinate lyase"
435,"X|Y",438,"ASMT","acetylserotonin O-methyltransferase"
436,"19",439,"ASNA1","arsA arsenite transporter, ATP-binding, homolog 1 (bacterial)"
437,"7",440,"ASNS","asparagine synthetase (glutamine-hydrolyzing)"
440,"17",443,"ASPA","aspartoacylase"
441,"8",444,"ASPH","aspartate beta-hydroxylase"
442,"9",445,"ASS1","argininosuccinate synthase 1"
457,"1",460,"ASTN1","astrotactin 1"
459,"1",462,"SERPINC1","serpin peptidase inhibitor, clade C (antithrombin), member 1"
460,"16",463,"ZFHX3","zinc finger homeobox 3"
463,"12",466,"ATF1","activating transcription factor 1"
464,"1",467,"ATF3","activating transcription factor 3"
465,"22",468,"ATF4","activating transcription factor 4 (tax-responsive enhancer element B67)"
468,"2",471,"ATIC","5-aminoimidazole-4-carboxamide ribonucleotide formyltransferase/IMP cyclohydrolase"
469,"11",472,"ATM","ataxia telangiectasia mutated"
470,"1",473,"RERE","arginine-glutamic acid dipeptide (RE) repeats"
471,"4",474,"ATOH1","atonal homolog 1 (Drosophila)"
472,"5",475,"ATOX1","ATX1 antioxidant protein 1 homolog (yeast)"
473,"1",476,"ATP1A1","ATPase, Na+/K+ transporting, alpha 1 polypeptide"
474,"1",477,"ATP1A2","ATPase, Na+/K+ transporting, alpha 2 polypeptide"
475,"19",478,"ATP1A3","ATPase, Na+/K+ transporting, alpha 3 polypeptide"
476,"13",479,"ATP12A","ATPase, H+/K+ transporting, nongastric, alpha polypeptide"
477,"1",480,"ATP1A4","ATPase, Na+/K+ transporting, alpha 4 polypeptide"
478,"1",481,"ATP1B1","ATPase, Na+/K+ transporting, beta 1 polypeptide"
479,"17",482,"ATP1B2","ATPase, Na+/K+ transporting, beta 2 polypeptide"
480,"3",483,"ATP1B3","ATPase, Na+/K+ transporting, beta 3 polypeptide"
483,"11",486,"FXYD2","FXYD domain containing ion transport regulator 2"
484,"16",487,"ATP2A1","ATPase, Ca++ transporting, cardiac muscle, fast twitch 1"
485,"12",488,"ATP2A2","ATPase, Ca++ transporting, cardiac muscle, slow twitch 2"
486,"17",489,"ATP2A3","ATPase, Ca++ transporting, ubiquitous"
487,"12",490,"ATP2B1","ATPase, Ca++ transporting, plasma membrane 1"
488,"3",491,"ATP2B2","ATPase, Ca++ transporting, plasma membrane 2"
489,"X",492,"ATP2B3","ATPase, Ca++ transporting, plasma membrane 3"
490,"1",493,"ATP2B4","ATPase, Ca++ transporting, plasma membrane 4"
492,"19",495,"ATP4A","ATPase, H+/K+ exchanging, alpha polypeptide"
493,"13",496,"ATP4B","ATPase, H+/K+ exchanging, beta polypeptide"
495,"18",498,"ATP5A1","ATP synthase, H+ transporting, mitochondrial F1 complex, alpha subunit 1, cardiac muscle"
498,"5",501,"ALDH7A1","aldehyde dehydrogenase 7 family, member A1"
503,"12",506,"ATP5B","ATP synthase, H+ transporting, mitochondrial F1 complex, beta polypeptide"
506,"10",509,"ATP5C1","ATP synthase, H+ transporting, mitochondrial F1 complex, gamma polypeptide 1"
510,"19",513,"ATP5D","ATP synthase, H+ transporting, mitochondrial F1 complex, delta subunit"
511,"20",514,"ATP5E","ATP synthase, H+ transporting, mitochondrial F1 complex, epsilon subunit"
512,"1",515,"ATP5F1","ATP synthase, H+ transporting, mitochondrial Fo complex, subunit B1"
513,"17",516,"ATP5G1","ATP synthase, H+ transporting, mitochondrial Fo complex, subunit C1 (subunit 9)"
514,"12",517,"ATP5G2","ATP synthase, H+ transporting, mitochondrial Fo complex, subunit C2 (subunit 9)"
515,"2",518,"ATP5G3","ATP synthase, H+ transporting, mitochondrial Fo complex, subunit C3 (subunit 9)"
518,"4",521,"ATP5I","ATP synthase, H+ transporting, mitochondrial Fo complex, subunit E"
519,"21",522,"ATP5J","ATP synthase, H+ transporting, mitochondrial Fo complex, subunit F6"
520,"3",523,"ATP6V1A","ATPase, H+ transporting, lysosomal 70kDa, V1 subunit A"
522,"2",525,"ATP6V1B1","ATPase, H+ transporting, lysosomal 56/58kDa, V1 subunit B1"
523,"8",526,"ATP6V1B2","ATPase, H+ transporting, lysosomal 56/58kDa, V1 subunit B2"
524,"16",527,"ATP6V0C","ATPase, H+ transporting, lysosomal 16kDa, V0 subunit c"
525,"8",528,"ATP6V1C1","ATPase, H+ transporting, lysosomal 42kDa, V1 subunit C1"
526,"22",529,"ATP6V1E1","ATPase, H+ transporting, lysosomal 31kDa, V1 subunit E1"
530,"1",533,"ATP6V0B","ATPase, H+ transporting, lysosomal 21kDa, V0 subunit b"
531,"6",534,"ATP6V1G2","ATPase, H+ transporting, lysosomal 13kDa, V1 subunit G2"
532,"17",535,"ATP6V0A1","ATPase, H+ transporting, lysosomal V0 subunit a1"
534,"X",537,"ATP6AP1","ATPase, H+ transporting, lysosomal accessory protein 1"
535,"X",538,"ATP7A","ATPase, Cu++ transporting, alpha polypeptide"
536,"21",539,"ATP5O","ATP synthase, H+ transporting, mitochondrial F1 complex, O subunit"
537,"13",540,"ATP7B","ATPase, Cu++ transporting, beta polypeptide"
542,"3",545,"ATR","ataxia telangiectasia and Rad3 related"
543,"X",546,"ATRX","alpha thalassemia/mental retardation syndrome X-linked"
544,"2",547,"KIF1A","kinesin family member 1A"
546,"9",549,"AUH","AU RNA binding protein/enoyl-CoA hydratase"
547,"2",550,"AUP1","ancient ubiquitous protein 1"
548,"20",551,"AVP","arginine vasopressin"
549,"12",552,"AVPR1A","arginine vasopressin receptor 1A"
550,"1",553,"AVPR1B","arginine vasopressin receptor 1B"
551,"X",554,"AVPR2","arginine vasopressin receptor 2"
555,"19",558,"AXL","AXL receptor tyrosine kinase"
560,"7",563,"AZGP1","alpha-2-glycoprotein 1, zinc-binding"
563,"19",566,"AZU1","azurocidin 1"
564,"15",567,"B2M","beta-2-microglobulin"
567,"9",570,"BAAT","bile acid CoA: amino acid N-acyltransferase (glycine N-choloyltransferase)"
568,"21",571,"BACH1","BTB and CNC homology 1, basic leucine zipper transcription factor 1"
569,"11",572,"BAD","BCL2-associated agonist of cell death"
570,"9",573,"BAG1","BCL2-associated athanogene"
572,"8",575,"BAI1","brain-specific angiogenesis inhibitor 1"
573,"1",576,"BAI2","brain-specific angiogenesis inhibitor 2"
574,"6",577,"BAI3","brain-specific angiogenesis inhibitor 3"
575,"6",578,"BAK1","BCL2-antagonist/killer 1"
576,"4",579,"NKX3-2","NK3 homeobox 2"
577,"2",580,"BARD1","BRCA1 associated RING domain 1"
578,"19",581,"BAX","BCL2-associated X protein"
579,"11",582,"BBS1","Bardet-Biedl syndrome 1"
580,"16",583,"BBS2","Bardet-Biedl syndrome 2"
582,"15",585,"BBS4","Bardet-Biedl syndrome 4"
583,"12",586,"BCAT1","branched chain amino-acid transaminase 1, cytosolic"
584,"19",587,"BCAT2","branched chain amino-acid transaminase 2, mitochondrial"
587,"3",590,"BCHE","butyrylcholinesterase"
590,"19",593,"BCKDHA","branched chain keto acid dehydrogenase E1, alpha polypeptide"
591,"6",594,"BCKDHB","branched chain keto acid dehydrogenase E1, beta polypeptide"
592,"11",595,"CCND1","cyclin D1"
593,"18",596,"BCL2","B-cell CLL/lymphoma 2"
594,"15",597,"BCL2A1","BCL2-related protein A1"
595,"20",598,"BCL2L1","BCL2-like 1"
596,"14",599,"BCL2L2","BCL2-like 2"
599,"19",602,"BCL3","B-cell CLL/lymphoma 3"
601,"3",604,"BCL6","B-cell CLL/lymphoma 6"
602,"12",605,"BCL7A","B-cell CLL/lymphoma 7A"
603,"15",606,"NBEAP1","neurobeachin pseudogene 1"
604,"1",607,"BCL9","B-cell CLL/lymphoma 9"
605,"16",608,"TNFRSF17","tumor necrosis factor receptor superfamily, member 17"
607,"19",610,"HCN2","hyperpolarization activated cyclic nucleotide-gated potassium channel 2"
608,"7",611,"OPN1SW","opsin 1 (cone pigments), short-wave-sensitive"
